"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling","weighted.JAN_DB","weighted.FEB_DB","weighted.MAR_DB","weighted.APR_DB","weighted.MAY_DB","weighted.JUN_DB","weighted.JUL_DB","weighted.AUG_DB","weighted.SEP_DB","weighted.OCT_DB","weighted.NOV_DB","weighted.DEC_DB","weighted.JAN_WB","weighted.FEB_WB","weighted.MAR_WB","weighted.APR_WB","weighted.MAY_WB","weighted.JUN_WB","weighted.JUL_WB","weighted.AUG_WB","weighted.SEP_WB","weighted.OCT_WB","weighted.NOV_WB","weighted.DEC_WB","weighted.JAN_WS","weighted.FEB_WS","weighted.MAR_WS","weighted.APR_WS","weighted.MAY_WS","weighted.JUN_WS","weighted.JUL_WS","weighted.AUG_WS","weighted.SEP_WS","weighted.OCT_WS","weighted.NOV_WS","weighted.DEC_WS","Latitude","Longitude","State","County","JanWT_pred","FebWT_pred","MarWT_pred","AprWT_pred","MayWT_pred","JunWT_pred","JulWT_pred","AugWT_pred","SepWT_pred","OctWT_pred","NovWT_pred","DecWT_pred"
8224,883400,696988,607496,649887,56648,547891,1400556,1457551,817782,834585,637859,635654,100,"tower",2,5,8,8,13,21,22,22,17,13,1,-2,-1,1,2,3,8,12,13,12,8,7,-2,-3,4,6,6,7,7,6,7,7,5,5,5,6,40.881317,-117.151605,"NV","Humboldt",3.199001884,5.535592789,8.157113555,10.49610006,13.68669407,18.91724856,19.56227007,19.28147729,15.32908354,12.98188311,4.675922723,2.534784143
8226,8202.38,13646.17,8331.56,12036.92,13612.97,10229.45,14552.88,12146.17,7812.92,12362.22,4110.18,4290.58,1,"tower",-4,-7,2,12,19,21,23,22,21,12,10,8,-5,-9,0,7,14,17,19,17,16,9,6,6,9,9,9,9,7,7,6,6,6,8,8,8,40.5383,-79.7906,"PA","Allegheny",0.824224011,0.428587514,3.1005041,9.415586309,18.56631389,21.10042591,23.26452703,25.50498641,23.86481254,15.00974572,12.48674272,7.411702159
10012,68975,65740,82501,63910,71714,84717,83798,73389,60985,69454,76265,81083,100,"tower",-3,-7,1,11,19,21,24,23,21,12,9,8,-5,-8,-1,6,14,17,19,18,17,9,6,6,9,8,8,9,6,7,5,5,5,7,7,6,40.8205,-75.0112,"NJ","Warren",1.214132269,0.439205424,2.374706807,9.578794558,17.38976749,20.05585594,21.68883161,22.86077145,21.52851186,13.99382032,9.28574078,7.025771556
10013,146219,178803,148889,128202,119142,174658,174659,194434,146382,193442,193839,188260,100,"tower",-7,-11,2,10,15,21,23,21,20,11,5,-1,-8,-12,-1,5,11,17,19,18,16,8,3,-2,9,10,9,10,9,7,8,9,8,8,10,9,44.9833,-93.280382,"MN","Hennepin",0.246525351,0.128784366,2.975496125,10.51378436,16.42327344,22.08432152,24.69702345,23.10509329,21.30794695,13.26210016,5.844536218,1.668892526
10030,10853,10980,65680,79510,62212,58568,84689,69209,76474,80058,44623,62646,100,"tower",0,-3,4,13,21,23,25,25,23,14,11,11,-2,-5,2,9,16,20,21,20,19,11,9,9,8,9,8,9,7,8,5,6,7,8,6,7,39.149549,-75.547335,"DE","Kent",3.000660042,1.475606121,5.16463869,12.84566073,19.71904375,23.5496365,24.94926006,24.68168786,23.35470981,16.24118338,12.44471594,10.06653026
10034,0,480,18165,50858,59002,54384,87434,72684,35713,29162,2528,0,100,"tower",10,13,16,16,18,23,24,24,23,20,11,8,8,10,12,11,12,16,17,17,15,15,8,7,4,5,5,6,7,6,7,6,5,5,5,5,37.0001,-121.5367,"CA","Santa Clara",11.78930516,11.7022968,12.34845639,13.58709868,14.96636975,16.32052245,18.1707957,17.68700319,17.1639333,16.65727235,12.81032476,11.94757459
10043,353905,503843,324555,53983,273347,254930,270894,251939,258795,245086,254119,250660,100,"tower",-1,-4,3,12,20,22,25,24,22,13,10,10,-3,-6,1,8,16,19,21,19,18,10,8,8,10,10,9,10,8,9,7,7,8,9,8,7,39.7928,-75.406667,"NJ","Gloucester",2.236567597,0.811415539,4.173975686,11.29989394,19.13665634,25.43275642,25.90935269,26.74608523,26.26359188,17.88380247,13.77289394,9.03569932
10052,90827,86696,97787,113275,51816,103429,95237,78010,80692,100340,86774,117960,100,"tower",10,11,11,10,12,15,17,17,15,15,10,9,8,10,10,9,10,12,14,15,13,13,8,8,3,5,4,6,5,5,4,3,4,3,4,6,40.7995,-124.2028,"CA","Humboldt",7.768789659,9.930423279,10.27377611,12.69173989,16.06710343,17.88483438,20.03181109,20.1667592,17.63288983,17.68967416,12.06599901,10.5285311
10062,469312,417038,504795,354034,368756,516569,487518,538550,354877,412524,468730,505786,100,"tower",21,20,25,27,27,29,29,29,28,27,26,25,18,16,20,22,22,24,24,25,25,23,23,22,8,9,9,8,10,7,7,6,5,8,9,9,25.8356,-80.3566,"FL","Miami Dade",23.24294189,21.81290095,26.30015049,28.45711007,28.34847519,30.74895771,31.69812231,30.92403722,28.89505314,28.03272899,27.09361623,24.93215695
10071,59106,240937,60815,24038,97683,75540,0,0,0,0,0,0,100,"tower",6,2,10,16,23,27,27,23,24,17,14,14,3,-1,6,12,18,22,23,21,21,14,12,12,9,12,10,9,9,9,7,7,9,10,8,8,36.8702,-76.3529,"VA","PORTSMOUTH CITY",5.667585976,4.464036815,7.810661997,15.33106857,21.10773103,27.14675784,27.08573769,24.55245842,24.39537499,19.97649223,17.1228342,15.81121834
10090,53592,53277,58595,34088,59201,54748,60920,58104,57515,57210,54308,60666,100,"tower",16,17,19,18,17,21,23,24,25,24,18,14,11,13,14,13,14,17,19,19,20,18,11,9,2,3,3,4,4,4,4,3,3,3,3,3,33.9949,-118.1538,"CA","Los Angeles",15.82734018,16.29835358,17.04418323,17.06062585,17.20750081,18.58323527,19.44953477,20.3379054,20.78487684,19.83472477,17.01778708,15.4130118
10099,21074,23514,36144,170226,109902,53371,162159,153203,47182,24476,67207,17176,100,"tower",-1,-4,3,12,20,22,25,24,22,13,10,10,-3,-6,1,8,16,19,21,20,18,10,8,8,10,10,9,10,8,9,7,7,8,9,8,7,39.7668,-75.4238,"NJ","Salem",2.29223967,0.808520516,4.347396534,11.56075765,19.09674759,26.01246878,26.17863018,26.69972476,26.6124499,18.30910264,14.46313443,9.100240185
10113,94522,82656,92623,48533,91067,90837,85706,93293,80998,98306,95788,96472,100,"tower",-4,-7,1,11,19,21,23,23,21,12,9,7,-5,-8,-1,7,15,18,19,18,17,9,6,6,7,7,7,7,5,5,4,4,4,5,5,5,40.7903,-76.1983,"PA","Schuylkill",1.592562984,0.697935457,2.654560929,8.391999092,15.15507559,18.22086825,19.55519926,20.54767313,18.19071605,12.27260455,9.016361723,7.158212693
10143,471689,415790,276057,422826,452030,417561,379023,345594,446668,429134,459550,472034,100,"tower",-5,-8,1,10,18,19,21,20,19,10,8,6,-6,-9,-2,6,13,17,18,16,15,7,5,4,10,10,10,9,7,7,6,5,5,8,9,8,40.55,-78.8,"PA","Cambria",0.723660459,0.365676553,2.681723633,9.053959663,17.20740831,18.96517125,20.63474168,21.93615756,20.06896533,12.88139305,8.639371102,6.789199096
10151,414702,427617,448197,337274,388512,373601,413495,414877,392616,444543,344193,5483,100,"tower",-4,-7,3,12,19,21,23,22,21,12,10,8,-5,-9,0,7,14,18,19,17,16,9,6,6,6,6,6,6,5,5,4,3,4,5,6,5,39.561831,-80.163138,"WV","Marion",1.355783988,0.908126594,4.212418261,10.99356604,18.76131355,21.16153706,22.25775227,23.97312651,22.23468466,16.03274713,10.9599808,7.921240315
10156,663,2625,6519,4475,1353,11623,9729,5925,8144,4803,821,0,100,"tower",9,13,17,17,19,26,27,27,25,21,11,7,7,10,11,11,13,16,18,17,15,15,8,6,3,5,6,8,8,8,8,8,6,5,5,5,36.617022,-120.099846,"CA","Fresno",10.56177076,9.631554943,10.99699041,13.78068268,15.72047751,18.22192218,18.25948512,18.96775518,17.37033705,16.6910624,8.641827071,9.276362147
10168,162379,158835,124711,0,0,0,0,0,0,0,0,0,100,"tower",10,13,15,14,15,19,21,21,20,18,11,9,8,10,11,10,11,14,16,16,15,14,8,7,2,5,5,7,7,7,8,7,5,4,4,5,37.429848,-122.176284,"CA","Santa Clara",11.32300551,10.24996091,11.00376505,15.2575593,16.18538089,18.00650569,19.40832585,19.21528057,18.46805378,17.92913983,14.84537757,12.82380633
10169,782,0,2047,6073,2114,25531,21557,31834,25138,21976,3723,20993,100,"tower",16,17,19,18,17,21,23,24,25,24,18,14,11,13,14,13,14,17,19,19,20,18,11,9,3,5,5,6,7,6,7,6,5,5,5,5,33.8759,-118.2491,"CA","Los Angeles",16.14147579,16.60412263,17.20141467,17.19141176,17.51452171,18.47218219,19.4137646,20.26216237,20.83397754,19.91872307,17.24567461,15.84851274
10190,4483,32681,35252,57258,123482,110490,143771,160432,146286,160725,13689,26338,100,"tower",-7,-11,-2,8,17,18,21,21,19,9,7,5,-9,-12,-4,4,13,15,18,18,15,7,4,3,8,8,9,9,7,6,5,5,4,6,7,7,42.5375,-73.7433,"NY","Rensselaer",0.568866046,0.317561197,0.649675432,6.400811691,16.31816384,18.71327993,21.73691074,23.52939803,21.68553051,13.21245419,8.399779516,5.388043813
10250,0,52406,79052,75727,60535,77614,68559,83756,68160,72865,73324,68451,100,"tower",11,10,19,22,25,27,29,28,26,22,20,18,8,7,16,20,21,24,25,24,22,18,16,15,7,8,7,6,6,6,5,6,6,7,7,7,30.266057,-85.52067,"FL","Bay",14.39611515,13.65525076,18.77198912,23.52026797,24.45646302,29.62835125,31.0782309,30.66900077,27.77733521,23.75241755,21.348361,18.92144019
10294,170966,103758,50113,107880,96699,120139,123199,142996,114841,181412,93981,114955,100,"tower",11,13,16,16,17,22,23,24,23,21,11,9,7,10,11,10,11,15,16,16,15,14,8,6,4,5,5,7,8,8,7,7,6,5,6,6,36.225,-121.1278,"CA","MONTEREY",12.65595387,12.159497,12.43366351,14.26871361,15.85015027,17.3815291,18.04187896,18.39164919,17.65226348,17.13469651,11.6924758,11.74888273
10300,234588,228338,138893,277892,279949,231533,254488,246175,179196,264830,217214,289542,100,"tower",14,17,21,22,23,30,32,34,30,26,15,11,8,10,12,12,14,19,20,21,20,17,8,5,4,5,6,8,9,7,8,7,6,6,5,5,33.586,-116.0873,"CA","Riverside",13.03954865,15.48426615,15.17870422,16.91934367,17.17360802,19.4392528,22.16370297,21.74380615,21.67372146,18.57503204,15.54913508,12.91576183
10342,122531,64416,91534,52077,1559,56578,14547,0,114666,88441,105890,49118,100,"tower",10,13,14,14,15,20,21,22,20,19,11,9,8,10,11,10,12,15,16,16,14,14,8,7,3,6,5,8,11,10,11,9,7,5,5,6,38.0244,-122.0589,"CA","Contra Costa",9.164758305,7.698153295,9.26796009,17.00300933,17.30253141,19.75997143,20.48852942,20.74938818,19.67878595,18.32137922,14.27856292,10.60243178
10343,47668,0,3209,32050,61675,40082,14186,28353,19648,51981,39889,57885,100,"tower",-4,-7,1,11,20,22,24,23,21,12,9,7,-5,-8,-1,7,15,18,20,19,17,9,6,6,6,7,6,7,5,5,4,3,3,4,5,5,40.811189,-76.452951,"PA","Northumberland",0.990064006,0.534676356,2.276540489,8.056482462,15.48075853,19.66890642,21.69846098,22.53734599,19.84536324,12.71158964,9.004146289,6.921313388
10346,40071,67186,85163,70692,71252,77238,74148,80475,66739,57488,50011,60890,100,"tower",-9,-14,-3,5,14,16,20,20,18,9,5,3,-10,-14,-4,3,10,13,16,16,15,7,4,1,8,8,8,8,8,6,6,6,6,8,8,8,45.0688,-83.8932,"MI","Montmorency",0.200298064,0.200239453,1.023269592,5.070925408,11.32904917,16.51154998,20.71528934,20.27201819,17.83000159,10.77685663,6.619150843,3.271171471
10350,0,0,0,0,0,0,0,0,0,0,0,0,20,"tower",9,13,16,16,18,25,25,25,23,21,10,8,7,10,11,11,13,17,17,17,15,14,7,7,3,6,5,8,9,7,8,7,6,5,5,7,39.052922,-121.696072,"CA","Sutter",5.84551694,6.299784325,9.21418725,13.08012926,15.49359646,18.3277826,19.67150637,19.21783806,17.39090101,15.86470334,7.558814142,6.381095206
10354,171881,211327,191550,130352,186155,165343,156815,179917,135000,151841,176516,164817,100,"tower",-9,-12,-3,6,15,16,20,21,18,8,5,2,-9,-13,-5,3,11,13,17,18,15,6,3,1,6,6,7,6,6,5,4,4,4,5,5,4,44.431667,-70.1619,"ME","Androscoggin",1.382343535,0.264651268,0.486486603,3.743544613,13.44862671,16.53185892,20.23852851,21.241178,19.37319781,12.4760343,7.74847987,5.111066838
10356,223862,217953,179260,137897,39001,164953,174064,155257,151225,147932,172482,165068,100,"tower",-12,-16,-6,3,13,14,18,20,16,6,2,-1,-13,-16,-8,0,9,11,15,17,14,4,1,-2,9,9,10,9,9,7,6,6,6,8,8,7,46.6334,-68.4361,"ME","Aroostook",0.984582695,-0.024540948,-0.11587029,0.689786218,10.6819365,15.86796081,19.98495267,21.03609393,18.34920572,9.17502456,4.577756735,-0.247943608
10378,0,0,12549,42523,15459,53086,60064,85049,39245,0,113154,109714,100,"tower",8,5,13,18,22,27,28,26,25,19,16,16,5,2,10,15,18,23,24,23,22,16,13,14,8,9,9,8,8,8,8,6,8,8,6,7,33.944384,-78.011824,"NC","BRUNSWICK",9.764481917,7.871166591,13.10185752,19.03711763,23.25931891,28.41994352,29.39438867,28.64691722,26.53586915,20.85597057,17.54085006,15.82864332
10379,152955,141633,146099,157360,130023,190258,185993,160705,150763,182283,184485,173293,100,"tower",3,1,10,16,21,25,26,25,22,15,12,12,1,-2,6,12,17,21,22,20,19,12,9,10,5,6,5,5,5,5,4,4,5,5,4,4,36.435,-78.9619,"NC","PERSON",6.581716756,4.556467011,11.08634661,16.42623078,20.91153123,25.65367414,27.10937258,26.36976465,25.11740345,18.85912283,15.76815445,13.42941068
10384,0,11990,0,0,0,0,0,0,0,0,0,0,100,"tower",5,2,10,16,21,26,27,26,24,16,13,13,2,-1,7,13,18,22,23,21,20,13,11,12,6,7,6,6,5,6,5,4,6,6,4,5,36.037318,-77.753345,"NC","Edgecombe",6.966176278,5.415924654,8.913298312,15.70861014,21.37278225,26.77063868,28.13896404,27.40769935,25.62166496,19.03882698,15.69747749,13.1871387
10395,0,0,34757,44668,50342,51101,53249,50904,47552,51972,49241,43447,100,"tower",15,17,19,19,18,24,25,26,27,24,16,13,10,12,13,12,14,17,19,19,19,17,9,8,3,4,4,5,5,5,5,5,4,4,4,4,33.613,-117.8219,"CA","Orange",15.92513797,16.41136748,16.4889717,16.70255546,17.08151242,19.17940129,20.22533292,20.33370498,20.70354301,19.12171299,16.92043675,16.12077248
10405,3574,6371,1480,4199,5931,33673,42514,38449,33736,19375,91,159,100,"tower",9,14,17,17,19,27,27,27,25,21,11,8,7,10,11,11,13,16,18,17,15,15,8,6,3,4,6,7,7,8,8,8,6,5,4,4,36.5397,-119.5794,"CA","Fresno",10.2258947,9.787869616,11.41076058,13.89162427,15.73275916,18.49592481,18.67221685,19.2639521,17.79619318,16.90727868,9.575823181,8.68016782
10435,209665,140295,140032,185160,189803,192614,209553,182156,138152,194764,190426,201371,100,"tower",-2,-5,3,12,20,22,25,24,22,13,10,10,-3,-6,0,8,15,19,21,19,18,10,8,8,9,9,8,10,7,8,6,7,7,8,7,7,39.9092,-75.1169,"NJ","Camden",1.996754831,0.883311461,3.46958608,10.12911655,18.8388714,23.4935228,24.61067248,26.48115707,24.99970884,17.08329952,12.38422164,8.858804524
10525,134567,133422,162743,307065,216554,309331,271894,215677,244553,222177,238767,276268,100,"tower",7,4,12,17,21,27,28,26,24,18,15,15,4,1,9,14,18,23,23,22,21,15,13,13,7,10,9,8,7,6,6,5,7,7,6,6,35.130193,-77.167883,"NC","Craven",8.399567553,6.801188459,10.85318382,17.71938929,22.6425282,28.04436088,29.02833002,28.46441622,26.64307392,19.45581774,16.61428565,14.35392983
10566,0,159515,0,0,13343,38276,77804,93354,80767,31582,73578,102090,100,"tower",-1,-4,3,12,20,23,25,24,22,13,10,10,-3,-6,1,8,16,19,21,20,18,10,8,8,10,10,9,10,8,9,7,7,7,9,8,7,39.693494,-75.485811,"NJ","Salem",2.380202861,0.835060228,4.539472871,12.03819373,19.1419401,26.59100812,26.58319107,26.56778553,26.83627687,18.60032867,15.42179276,9.251734973
10603,296732,275011,296449,161355,123169,82712,144851,60418,61740,117512,15161,30467,100,"tower",-5,-8,1,10,18,19,21,20,19,10,8,6,-6,-9,-1,6,13,17,18,16,15,7,5,4,11,10,10,10,7,7,6,6,6,8,9,8,40.455,-78.7472,"PA","Cambria",0.796789141,0.408500559,2.746558018,9.103414281,17.17631561,19.16335618,20.86908747,22.11027405,20.20890289,13.10522102,8.827391624,6.911781657
10621,0,31547,15680,0,7604,0,12922,0,22585,0,0,0,100,"tower",-8,-12,-3,8,18,19,21,21,20,10,8,5,-9,-12,-4,5,13,16,18,18,17,8,5,4,9,9,9,9,7,7,6,6,5,7,8,8,43.0664,-76.2144,"NY","Onondaga",1.338447562,0.875201032,2.174678847,5.018203088,12.057246,14.95254819,18.50821812,20.50232891,18.97031746,13.37723541,10.24505844,7.326014437
10633,419762,438289,286205,122279,209607,134831,125679,265825,230760,130228,439524,273509,100,"tower",4,0,9,16,22,26,26,25,24,15,10,12,1,-2,5,11,18,22,22,21,20,12,10,10,6,8,7,7,6,6,5,5,6,6,5,6,37.291667,-77.281111,"VA","Prince George",4.672804743,3.43432639,8.174592284,15.6883348,21.48014648,27.40434924,28.14281329,28.40359549,26.44064089,17.87614855,13.58290885,11.56089663
10641,431209,388704,441308,350232,413726,267474,373144,297407,291369,136858,349265,389538,100,"tower",-5,-8,1,10,18,19,21,20,19,10,8,6,-6,-9,-1,6,13,17,18,16,15,7,5,4,11,10,10,10,7,7,6,5,5,8,9,8,40.474167,-78.7014,"PA","Cambria",0.793157412,0.426460295,2.706744056,8.989175897,17.18812015,19.18321134,20.8998297,22.18026156,20.23883294,13.11114189,8.839186404,6.918234796
10642,464483,400868,536655,460612,483766,509002,520543,505384,498556,547132,508212,497807,100,"tower",-1,-5,3,11,18,21,26,26,23,14,11,10,-3,-6,0,7,14,17,20,20,18,10,8,8,12,11,10,11,9,9,8,8,8,10,9,9,40.7389,-73.5906,"NY","Nassau",2.927976891,0.539687965,2.512599928,7.754253009,15.73219399,20.01111984,22.92774659,23.99755499,23.38461497,16.96624846,13.92638981,10.82465866
10646,92375,124389,141058,141151,123353,129195,135500,136549,132381,143009,127220,132219,100,"tower",-3,-7,0,8,16,19,23,23,20,12,9,8,-4,-8,-2,6,12,16,20,20,17,9,7,6,9,9,7,8,7,7,6,6,6,8,7,7,41.475,-72.0688,"CT","New London",2.824983561,0.619242336,2.042222911,8.266723234,15.38866693,17.58794925,21.70679744,22.68948898,21.66468878,16.87077738,12.62209312,9.839341608
10652,55590,53771,101761,22398,100633,130764,147721,159009,162800,156040,94960,96367,100,"tower",9,12,14,15,19,27,27,25,22,19,8,5,5,7,9,8,12,16,17,15,13,12,5,4,4,7,4,6,5,5,5,4,4,4,5,5,40.879719,-121.720342,"CA","Shasta",4.861360995,7.327527482,9.501817109,12.16816198,14.65230744,18.75120736,19.69668794,19.31888155,16.48365851,15.42474611,7.852671068,5.868454833
10671,982196,767600,489066,429911,575717,1090584,1133943,1440508,1388629,1317657,1146004,968915,100,"tower",4,3,11,17,21,27,29,27,25,18,13,9,1,0,8,14,17,22,24,22,20,13,9,6,6,8,6,8,7,6,6,5,5,5,6,7,35.1931,-94.6458,"OK","Le Flore",6.497257879,6.680265032,10.32656895,16.71228189,18.60428874,23.77404545,26.99536189,26.68611528,24.26152414,18.8653385,14.01821663,10.64554797
10672,0,0,0,0,10287,22690,0,35281,1038,0,0,0,100,"tower",13,12,19,23,25,28,29,28,27,23,20,20,10,9,16,19,20,23,24,24,23,19,19,17,7,8,7,7,8,6,7,6,6,7,7,7,30.4225,-81.6064,"FL","Duval",15.67428785,15.18171819,19.0043858,23.36620596,26.82945691,30.38206673,29.96183008,31.86912679,29.23185889,25.18967378,23.81466678,21.53349906
10673,0,477097,580609,327623,423383,503132,519630,561170,538252,646933,574759,463281,100,"tower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10678,623997,648123,656327,280253,558711,462919,527843,541136,512061,511691,480742,618944,100,"tower",-2,-5,3,12,19,21,23,22,20,12,9,7,-4,-7,0,7,15,18,19,18,16,9,6,5,9,9,9,8,7,7,5,5,5,7,8,6,39.595171,-78.745333,"MD","Allegany",1.235074546,0.837282449,4.446422596,11.32927808,19.02111749,21.49653323,23.07496705,23.88864264,21.39145672,13.48397544,9.462840198,7.657075395
10682,4919,10740,11853,7445,11242,28982,23259,39617,17695,13563,11487,1841,100,"tower",0,0,6,9,11,20,22,22,20,13,3,-2,-3,-3,1,4,8,15,15,14,11,7,-2,-4,9,9,9,10,9,8,8,9,8,8,9,9,40.2415,-103.631,"CO","MORGAN",2.58715199,3.514596885,6.344196249,8.826806754,11.59992261,16.7913595,17.42981556,17.9320887,15.37791363,12.43723732,6.573919526,3.641489731
10725,44485,18750,513005,11949,308192,273891,359849,496511,213997,0,511226,157480,100,"tower",-7,-11,-2,8,18,18,22,22,19,9,7,5,-9,-12,-4,4,13,15,18,18,16,7,4,3,8,8,9,9,7,6,5,5,4,6,7,7,42.5744,-73.8592,"NY","Albany",0.558759762,0.32514237,0.642125873,6.358113473,16.1123225,18.52890874,21.54997618,23.44591752,21.71674176,13.4426987,8.622326481,5.490917815
10746,569592,465579,524917,537105,574153,609003,630182,552887,495082,448854,531676,545520,100,"tower",-1,-4,3,12,20,22,25,24,22,13,10,10,-3,-6,0,8,15,19,21,19,18,10,8,8,10,10,9,10,8,9,7,8,8,9,8,7,39.8265,-75.3882,"PA","Delaware",2.159418274,0.815447835,3.95045111,10.96813774,19.21421608,24.82005023,25.71560565,26.87424831,25.86027543,17.40777815,13.09715709,8.980809294
10751,6735,2676,61541,112337,74003,58019,217260,158565,91911,19465,42191,15205,100,"tower",-2,-5,3,12,20,22,25,24,22,13,10,10,-3,-6,0,8,15,19,21,19,18,10,8,8,9,9,8,10,7,8,6,7,7,8,7,7,39.9175,-75.1192,"NJ","Camden",1.975928477,0.879325129,3.463456992,10.11895334,18.83591976,23.50937252,24.58643604,26.50777795,24.98837794,17.08533368,12.34875423,8.840210845
10761,0,13686,35159,192,11545,196680,182093,223894,205663,260829,142096,88403,100,"tower",11,15,19,20,23,33,32,33,30,23,12,8,5,7,8,8,11,15,17,18,16,14,5,2,5,6,7,10,9,9,9,8,7,7,8,7,36.2319,-115.1222,"NV","Clark",8.203455145,10.5001093,12.02789885,14.03927912,15.6218325,18.45318979,21.17909017,20.06303345,19.40684583,15.81404076,11.38075205,7.170778668
10764,74318,56997,77609,60162,67985,0,0,0,0,0,0,0,100,"tower",10,11,11,10,12,14,17,17,15,15,9,9,8,10,9,9,10,12,14,14,12,13,8,8,3,6,5,6,6,5,5,4,4,3,4,7,40.8786,-123.9942,"CA","Humboldt",7.412294329,9.610586145,10.09425528,12.47735361,15.89884653,17.84895844,19.96357948,19.99747056,17.49783987,17.72137662,12.10028451,10.02428626
10765,126596,110076,104978,34889,87726,129421,134963,124745,84718,133482,121502,89725,100,"tower",-11,-15,-5,4,14,15,19,21,17,7,3,0,-11,-15,-6,2,10,12,16,18,14,5,2,-1,7,8,9,8,7,7,5,5,6,7,6,5,44.6781,-67.5477,"ME","Washington",2.075765486,0.087785879,0.732048937,2.89724334,13.553846,18.00720423,21.74880502,22.78452658,20.22226757,13.93600686,9.204389732,10.78010959
10766,116207,123538,140209,35592,106356,101137,109399,137878,138172,28920,136508,137146,100,"tower",-11,-15,-5,4,14,15,19,21,18,7,3,0,-11,-15,-6,2,10,12,16,18,15,5,2,-1,7,8,9,7,6,6,5,4,5,6,6,5,45.2537,-68.62792,"ME","Penobscot",1.485854043,0.127757209,0.338359856,2.164749991,12.70435704,17.15219065,21.32931133,22.29246274,19.80128247,12.87799048,7.886899225,6.144409486
10767,112387,68991,136848,142100,76506,123366,127754,135996,109152,118826,120806,123577,100,"tower",9,14,17,18,20,27,28,28,26,22,11,8,7,11,12,11,13,17,18,17,16,15,8,6,3,4,6,7,8,8,8,8,6,5,4,4,36.688915,-119.723218,"CA","Fresno",9.939409557,9.075931548,10.64574184,13.65334998,15.65887135,18.40608114,18.348029,19.11129374,17.23621104,16.47919312,7.953272939,8.454019204
10771,158448,34964,0,0,205500,308122,321125,287391,274464,141711,270185,253561,100,"tower",4,0,9,16,22,26,26,25,24,15,10,12,1,-2,5,11,18,22,22,21,20,12,10,10,6,8,7,7,6,6,5,5,6,6,5,6,37.297834,-77.282982,"VA","Hopewell City",4.674118398,3.422526072,8.167787829,15.68219913,21.48303089,27.43015925,28.17249974,28.4687176,26.44717292,17.80995129,13.56266814,11.5334093
10772,72592,105245,150357,165023,89643,156720,136192,151938,110126,121331,94685,112346,100,"tower",9,12,15,15,17,24,24,24,22,20,9,7,7,9,10,9,12,16,16,16,14,13,6,5,3,5,5,7,9,7,9,7,6,5,5,7,38.8319,-121.313652,"CA","Placer",5.025762184,5.532514319,8.539682506,12.58537319,15.22650018,18.0313561,19.25597475,18.88951287,17.20774819,14.97729964,6.411121895,4.949390878
10773,210850,185746,103059,103037,236046,206192,242314,242215,147478,52394,57631,222418,100,"tower",2,-1,8,14,20,24,25,24,21,13,11,10,-1,-4,4,10,16,20,21,19,18,11,8,8,6,7,6,6,5,5,4,4,5,6,5,5,37.118674,-79.273551,"VA","Campbell",4.81747159,3.128416104,9.458876951,14.40939963,20.37082814,25.40040265,26.05027128,25.78813906,23.73051653,17.33461846,14.16504605,11.99490646
10774,93167,79818,46799,17950,31119,17459,94916,62845,43945,1009,45572,86826,100,"tower",6,1,10,16,23,26,27,24,24,17,14,14,3,-1,6,12,18,22,23,21,21,14,11,12,6,8,7,7,6,6,5,4,6,6,5,5,36.6525,-76.9953,"VA","Southampton",5.861369156,4.5686149,8.125195046,15.59981012,21.28525636,27.22776065,27.8755919,26.43440649,25.40569494,19.42028076,16.23794608,14.41828562
10777,102383,52259,85630,21725,167637,154573,164352,162985,147677,148451,114655,181029,100,"tower",8,9,11,11,14,22,23,22,19,16,5,2,3,5,6,5,9,13,14,13,10,9,2,1,3,6,6,7,6,6,6,6,5,4,5,7,40.368338,-120.264848,"CA","Lassen",5.59388793,6.994969549,9.623393877,12.01988978,14.99010008,19.45850213,20.79406826,19.71022968,16.71997812,15.41601995,6.617395631,4.1331021
10784,235211,201473,216213,221564,236801,221514,124364,206540,225094,223961,217695,238813,100,"tower",-4,-3,6,8,11,20,22,21,17,10,0,-4,-6,-5,1,3,8,14,15,14,11,6,-2,-5,12,10,11,11,10,8,10,9,9,9,11,10,45.9752,-106.6547,"MT","Rosebud",1.245649314,1.209483323,3.329188021,9.612035199,13.70416492,20.17201716,21.13580749,19.95396842,16.92974101,10.41427872,2.074616623,0.516707367
10805,0,0,0,0,0,0,0,0,0,0,0,896899,100,"tower",-2,-6,2,11,19,22,25,25,22,13,11,9,-4,-7,-1,7,14,17,20,19,17,9,7,7,10,9,8,9,7,7,6,7,7,8,7,6,40.6781,-74.2744,"NJ","Union",2.613825149,0.505571236,2.648380726,10.99916583,17.48364481,21.49970344,24.75335897,25.8588165,24.82176492,16.09610061,12.80719193,9.619838642
